policy_id,member_id,agent_id,carrier,plan_type,effective_date,expiry_date,monthly_premium,annual_premium,commission_rate,monthly_commission,status,term_months
POL0002275,MEM002276,AGT0053,VSP,Vision Premium,2023-07-01,2024-07-01,35.45,425.4,0.2,7.09,active,12
POL0002276,MEM002277,AGT0041,VSP,Vision Basic,2024-04-01,2027-04-01,19.69,236.28,0.16,3.15,expired,36
POL0002277,MEM002278,AGT0069,Zurich,Dental Premium,2024-12-01,2025-06-01,54.11,649.32,0.22,11.9,active,6
POL0002278,MEM002279,AGT0037,VSP,Dental Basic,2024-03-01,2025-03-01,29.16,349.92,0.18,5.25,expired,12
POL0002279,MEM002280,AGT0001,Zurich,Dental+Vision Bundle,2023-08-01,2024-08-01,71.61,859.32,0.25,17.9,active,12
POL0002280,MEM002281,AGT0050,Zurich,Vision Premium,2024-05-01,2025-05-01,33.9,406.8,0.2,6.78,active,12
POL0002281,MEM002282,AGT0004,Zurich,Dental Basic,2024-04-01,2025-04-01,30.18,362.16,0.18,5.43,expired,12
POL0002282,MEM002283,AGT0077,Zurich,Vision Premium,2024-10-01,2025-10-01,34.72,416.64,0.2,6.94,cancelled,12
POL0002283,MEM002284,AGT0032,MetLife,Vision Basic,2023-02-01,2024-02-01,20.7,248.4,0.16,3.31,cancelled,12
POL0002284,MEM002285,AGT0003,Zurich,Vision Basic,2024-05-01,2026-05-01,19.09,229.08,0.16,3.05,active,24
POL0002285,MEM002286,AGT0066,MetLife,Dental+Vision Bundle,2024-11-01,2025-11-01,75.35,904.2,0.25,18.84,active,12
POL0002286,MEM002287,AGT0031,MetLife,Vision Basic,2023-07-01,2024-01-01,20.95,251.4,0.16,3.35,cancelled,6
POL0002287,MEM002288,AGT0038,MetLife,Dental+Vision Bundle,2023-08-01,2024-08-01,71.82,861.84,0.25,17.95,expired,12
POL0002288,MEM002289,AGT0059,MetLife,Vision Premium,2023-08-01,2024-02-01,34.51,414.12,0.2,6.9,active,6
POL0002289,MEM002290,AGT0060,Zurich,Vision Basic,2024-04-01,2024-10-01,19.52,234.24,0.16,3.12,active,6
POL0002290,MEM002291,AGT0032,VSP,Vision Premium,2024-10-01,2026-10-01,35.96,431.52,0.2,7.19,expired,24
POL0002291,MEM002292,AGT0053,Zurich,Dental+Vision Bundle,2023-04-01,2024-04-01,76.99,923.88,0.25,19.25,active,12
POL0002292,MEM002293,AGT0034,Zurich,Vision Basic,2024-02-01,2025-02-01,19.66,235.92,0.16,3.15,active,12
POL0002293,MEM002294,AGT0057,VSP,Dental+Vision Bundle,2024-10-01,2025-04-01,72.59,871.08,0.25,18.15,active,6
POL0002294,MEM002295,AGT0006,VSP,Dental Premium,2023-04-01,2024-04-01,57.51,690.12,0.22,12.65,cancelled,12
POL0002295,MEM002296,AGT0016,MetLife,Dental Basic,2024-07-01,2025-07-01,31.2,374.4,0.18,5.62,active,12
POL0002296,MEM002297,AGT0022,VSP,Dental Premium,2023-10-01,2024-10-01,53.96,647.52,0.22,11.87,expired,12
POL0002297,MEM002298,AGT0062,MetLife,Dental Premium,2024-01-01,2025-01-01,54.88,658.56,0.22,12.07,expired,12
POL0002298,MEM002299,AGT0063,MetLife,Vision Premium,2024-01-01,2026-01-01,33.67,404.04,0.2,6.73,active,24
POL0002299,MEM002300,AGT0043,VSP,Vision Premium,2024-01-01,2024-07-01,35.32,423.84,0.2,7.06,active,6
POL0002300,MEM002301,AGT0005,MetLife,Dental Basic,2024-09-01,2026-09-01,28.91,346.92,0.18,5.2,active,24
POL0002301,MEM002302,AGT0048,Zurich,Dental Premium,2023-11-01,2024-11-01,53.82,645.84,0.22,11.84,cancelled,12
POL0002302,MEM002303,AGT0073,Zurich,Dental Premium,2023-11-01,2024-11-01,54.77,657.24,0.22,12.05,active,12
POL0002303,MEM002304,AGT0017,MetLife,Vision Basic,2024-04-01,2025-04-01,20.92,251.04,0.16,3.35,active,12
POL0002304,MEM002305,AGT0004,MetLife,Vision Basic,2024-02-01,2025-02-01,19.16,229.92,0.16,3.07,active,12
POL0002305,MEM002306,AGT0034,VSP,Vision Premium,2023-07-01,2024-07-01,36.04,432.48,0.2,7.21,active,12
POL0002306,MEM002307,AGT0080,MetLife,Dental+Vision Bundle,2024-07-01,2025-07-01,73.88,886.56,0.25,18.47,expired,12
POL0002307,MEM002308,AGT0065,VSP,Vision Basic,2024-11-01,2025-11-01,19.39,232.68,0.16,3.1,active,12
POL0002308,MEM002309,AGT0068,VSP,Dental Basic,2024-02-01,2025-02-01,29.56,354.72,0.18,5.32,active,12
POL0002309,MEM002310,AGT0044,MetLife,Dental Premium,2024-02-01,2025-02-01,53.04,636.48,0.22,11.67,active,12
POL0002310,MEM002311,AGT0078,Zurich,Vision Premium,2023-09-01,2024-09-01,33.76,405.12,0.2,6.75,active,12
POL0002311,MEM002312,AGT0064,VSP,Vision Basic,2024-11-01,2025-11-01,19.1,229.2,0.16,3.06,active,12
POL0002312,MEM002313,AGT0030,Zurich,Dental Basic,2024-11-01,2025-11-01,29.91,358.92,0.18,5.38,active,12
POL0002313,MEM002314,AGT0013,VSP,Vision Basic,2024-12-01,2025-12-01,19.62,235.44,0.16,3.14,active,12
POL0002314,MEM002315,AGT0069,MetLife,Dental+Vision Bundle,2023-11-01,2025-11-01,73.91,886.92,0.25,18.48,cancelled,24
POL0002315,MEM002316,AGT0067,MetLife,Dental Basic,2023-03-01,2025-03-01,30.55,366.6,0.18,5.5,active,24
POL0002316,MEM002317,AGT0059,MetLife,Dental Basic,2023-08-01,2024-08-01,29.77,357.24,0.18,5.36,active,12
POL0002317,MEM002318,AGT0036,MetLife,Vision Premium,2024-10-01,2025-10-01,33.51,402.12,0.2,6.7,active,12
POL0002318,MEM002319,AGT0039,MetLife,Dental Basic,2023-04-01,2024-04-01,30.58,366.96,0.18,5.5,active,12
POL0002319,MEM002320,AGT0062,VSP,Dental Basic,2023-10-01,2024-10-01,31.1,373.2,0.18,5.6,active,12
POL0002320,MEM002321,AGT0026,VSP,Dental Basic,2023-03-01,2025-03-01,31.41,376.92,0.18,5.65,active,24
POL0002321,MEM002322,AGT0013,Zurich,Vision Basic,2023-04-01,2025-04-01,20.14,241.68,0.16,3.22,active,24
POL0002322,MEM002323,AGT0073,MetLife,Vision Basic,2024-10-01,2026-10-01,19.45,233.4,0.16,3.11,cancelled,24
POL0002323,MEM002324,AGT0076,Zurich,Vision Basic,2023-05-01,2024-05-01,20.05,240.6,0.16,3.21,cancelled,12
POL0002324,MEM002325,AGT0053,Zurich,Dental Premium,2024-05-01,2026-05-01,57.57,690.84,0.22,12.67,expired,24
POL0002325,MEM002326,AGT0065,VSP,Vision Basic,2024-11-01,2025-11-01,19.94,239.28,0.16,3.19,active,12
POL0002326,MEM002327,AGT0069,MetLife,Dental Premium,2024-11-01,2025-11-01,53.87,646.44,0.22,11.85,active,12
POL0002327,MEM002328,AGT0040,Zurich,Dental Premium,2024-12-01,2025-12-01,55.14,661.68,0.22,12.13,active,12
POL0002328,MEM002329,AGT0041,Zurich,Vision Basic,2023-08-01,2024-08-01,19.78,237.36,0.16,3.16,active,12
POL0002329,MEM002330,AGT0056,Zurich,Dental Premium,2023-07-01,2025-07-01,56.55,678.6,0.22,12.44,cancelled,24
POL0002330,MEM002331,AGT0024,MetLife,Vision Premium,2024-04-01,2026-04-01,35.83,429.96,0.2,7.17,active,24
POL0002331,MEM002332,AGT0065,VSP,Dental Premium,2023-09-01,2024-09-01,52.43,629.16,0.22,11.53,active,12
POL0002332,MEM002333,AGT0039,Zurich,Dental Basic,2024-07-01,2026-07-01,31.21,374.52,0.18,5.62,active,24
POL0002333,MEM002334,AGT0021,MetLife,Vision Premium,2024-12-01,2025-12-01,35.01,420.12,0.2,7.0,cancelled,12
POL0002334,MEM002335,AGT0021,VSP,Dental+Vision Bundle,2023-07-01,2024-01-01,75.79,909.48,0.25,18.95,active,6
POL0002335,MEM002336,AGT0035,MetLife,Dental+Vision Bundle,2024-05-01,2025-05-01,73.98,887.76,0.25,18.5,active,12
POL0002336,MEM002337,AGT0019,VSP,Dental Premium,2024-05-01,2027-05-01,53.36,640.32,0.22,11.74,active,36
POL0002337,MEM002338,AGT0040,VSP,Vision Basic,2024-01-01,2025-01-01,20.41,244.92,0.16,3.27,active,12
POL0002338,MEM002339,AGT0008,VSP,Dental Premium,2024-04-01,2025-04-01,54.8,657.6,0.22,12.06,expired,12
POL0002339,MEM002340,AGT0003,Zurich,Dental Basic,2023-06-01,2023-12-01,30.95,371.4,0.18,5.57,expired,6
POL0002340,MEM002341,AGT0048,MetLife,Dental Premium,2024-12-01,2025-12-01,56.48,677.76,0.22,12.43,active,12
POL0002341,MEM002342,AGT0072,Zurich,Dental Basic,2024-02-01,2025-02-01,29.84,358.08,0.18,5.37,cancelled,12
POL0002342,MEM002343,AGT0036,MetLife,Dental Basic,2023-09-01,2024-09-01,30.85,370.2,0.18,5.55,active,12
POL0002343,MEM002344,AGT0076,VSP,Dental+Vision Bundle,2023-07-01,2026-07-01,73.26,879.12,0.25,18.32,active,36
POL0002344,MEM002345,AGT0032,VSP,Dental+Vision Bundle,2023-03-01,2025-03-01,73.8,885.6,0.25,18.45,cancelled,24
POL0002345,MEM002346,AGT0013,MetLife,Vision Basic,2024-09-01,2025-09-01,20.09,241.08,0.16,3.21,cancelled,12
POL0002346,MEM002347,AGT0057,VSP,Dental Basic,2023-11-01,2025-11-01,31.08,372.96,0.18,5.59,expired,24
POL0002347,MEM002348,AGT0053,MetLife,Dental+Vision Bundle,2023-06-01,2024-06-01,75.48,905.76,0.25,18.87,active,12
POL0002348,MEM002349,AGT0026,Zurich,Dental Basic,2024-09-01,2025-09-01,31.01,372.12,0.18,5.58,active,12
POL0002349,MEM002350,AGT0070,Zurich,Dental Premium,2023-10-01,2024-10-01,52.84,634.08,0.22,11.62,active,12
POL0002350,MEM002351,AGT0018,MetLife,Dental+Vision Bundle,2024-07-01,2025-07-01,71.52,858.24,0.25,17.88,active,12
POL0002351,MEM002352,AGT0028,MetLife,Dental Premium,2023-12-01,2024-12-01,56.31,675.72,0.22,12.39,expired,12
POL0002352,MEM002353,AGT0043,MetLife,Vision Premium,2023-09-01,2025-09-01,34.08,408.96,0.2,6.82,cancelled,24
POL0002353,MEM002354,AGT0003,MetLife,Dental Basic,2023-10-01,2024-04-01,28.66,343.92,0.18,5.16,active,6
POL0002354,MEM002355,AGT0063,MetLife,Dental+Vision Bundle,2024-03-01,2025-03-01,77.43,929.16,0.25,19.36,active,12
POL0002355,MEM002356,AGT0003,Zurich,Dental Premium,2023-04-01,2024-04-01,56.47,677.64,0.22,12.42,active,12
POL0002356,MEM002357,AGT0069,VSP,Dental Premium,2023-03-01,2025-03-01,52.65,631.8,0.22,11.58,active,24
POL0002357,MEM002358,AGT0073,MetLife,Dental+Vision Bundle,2024-01-01,2027-01-01,74.06,888.72,0.25,18.52,cancelled,36
POL0002358,MEM002359,AGT0066,MetLife,Vision Basic,2023-05-01,2023-11-01,20.19,242.28,0.16,3.23,cancelled,6
POL0002359,MEM002360,AGT0056,VSP,Vision Basic,2024-05-01,2026-05-01,19.08,228.96,0.16,3.05,active,24
POL0002360,MEM002361,AGT0024,Zurich,Vision Basic,2023-07-01,2025-07-01,20.25,243.0,0.16,3.24,expired,24
POL0002361,MEM002362,AGT0003,VSP,Vision Basic,2024-05-01,2026-05-01,20.65,247.8,0.16,3.3,pending,24
POL0002362,MEM002363,AGT0002,MetLife,Dental Premium,2023-02-01,2024-02-01,53.35,640.2,0.22,11.74,expired,12
POL0002363,MEM002364,AGT0075,Zurich,Vision Premium,2023-07-01,2024-07-01,35.56,426.72,0.2,7.11,expired,12
POL0002364,MEM002365,AGT0074,VSP,Dental+Vision Bundle,2024-07-01,2027-07-01,77.73,932.76,0.25,19.43,active,36
POL0002365,MEM002366,AGT0019,MetLife,Dental Premium,2024-09-01,2025-09-01,53.23,638.76,0.22,11.71,active,12
POL0002366,MEM002367,AGT0078,MetLife,Vision Premium,2023-05-01,2024-05-01,35.51,426.12,0.2,7.1,active,12
POL0002367,MEM002368,AGT0042,VSP,Dental+Vision Bundle,2024-08-01,2026-08-01,76.65,919.8,0.25,19.16,active,24
POL0002368,MEM002369,AGT0039,MetLife,Dental Premium,2024-12-01,2025-12-01,56.74,680.88,0.22,12.48,active,12
POL0002369,MEM002370,AGT0046,MetLife,Dental Basic,2023-11-01,2025-11-01,31.42,377.04,0.18,5.66,expired,24
POL0002370,MEM002371,AGT0004,VSP,Dental+Vision Bundle,2024-04-01,2026-04-01,77.15,925.8,0.25,19.29,cancelled,24
POL0002371,MEM002372,AGT0058,VSP,Dental Premium,2023-09-01,2024-03-01,55.33,663.96,0.22,12.17,active,6
POL0002372,MEM002373,AGT0016,MetLife,Dental+Vision Bundle,2023-08-01,2025-08-01,76.79,921.48,0.25,19.2,active,24
POL0002373,MEM002374,AGT0016,MetLife,Vision Premium,2024-07-01,2025-07-01,36.53,438.36,0.2,7.31,active,12
POL0002374,MEM002375,AGT0046,Zurich,Dental+Vision Bundle,2023-06-01,2025-06-01,75.65,907.8,0.25,18.91,active,24
POL0002375,MEM002376,AGT0012,Zurich,Dental Premium,2024-04-01,2025-04-01,55.38,664.56,0.22,12.18,cancelled,12
POL0002376,MEM002377,AGT0059,MetLife,Dental Basic,2023-10-01,2024-04-01,29.89,358.68,0.18,5.38,active,6
POL0002377,MEM002378,AGT0046,VSP,Dental+Vision Bundle,2024-04-01,2025-04-01,72.26,867.12,0.25,18.07,cancelled,12
POL0002378,MEM002379,AGT0030,Zurich,Dental Basic,2023-04-01,2025-04-01,30.07,360.84,0.18,5.41,active,24
POL0002379,MEM002380,AGT0003,VSP,Vision Premium,2024-11-01,2026-11-01,35.58,426.96,0.2,7.12,cancelled,24
POL0002380,MEM002381,AGT0032,MetLife,Vision Basic,2023-12-01,2024-12-01,20.64,247.68,0.16,3.3,expired,12
POL0002381,MEM002382,AGT0018,Zurich,Vision Basic,2023-06-01,2025-06-01,19.16,229.92,0.16,3.07,cancelled,24
POL0002382,MEM002383,AGT0027,Zurich,Vision Premium,2023-03-01,2024-03-01,35.68,428.16,0.2,7.14,active,12
POL0002383,MEM002384,AGT0054,MetLife,Dental Basic,2024-02-01,2026-02-01,28.79,345.48,0.18,5.18,active,24
POL0002384,MEM002385,AGT0047,MetLife,Vision Premium,2024-07-01,2025-07-01,35.54,426.48,0.2,7.11,cancelled,12
POL0002385,MEM002386,AGT0040,VSP,Vision Basic,2023-02-01,2026-02-01,19.6,235.2,0.16,3.14,active,36
POL0002386,MEM002387,AGT0004,VSP,Dental Basic,2023-10-01,2024-10-01,29.1,349.2,0.18,5.24,active,12
POL0002387,MEM002388,AGT0053,MetLife,Vision Basic,2024-05-01,2025-05-01,19.77,237.24,0.16,3.16,cancelled,12
POL0002388,MEM002389,AGT0021,MetLife,Dental Basic,2024-10-01,2026-10-01,31.46,377.52,0.18,5.66,cancelled,24
POL0002389,MEM002390,AGT0009,MetLife,Dental+Vision Bundle,2023-09-01,2024-09-01,73.9,886.8,0.25,18.48,cancelled,12
POL0002390,MEM002391,AGT0057,MetLife,Dental+Vision Bundle,2024-05-01,2026-05-01,78.52,942.24,0.25,19.63,active,24
POL0002391,MEM002392,AGT0061,VSP,Dental+Vision Bundle,2024-11-01,2025-11-01,78.2,938.4,0.25,19.55,expired,12
POL0002392,MEM002393,AGT0070,VSP,Dental+Vision Bundle,2023-10-01,2026-10-01,76.21,914.52,0.25,19.05,cancelled,36
POL0002393,MEM002394,AGT0064,Zurich,Dental+Vision Bundle,2024-12-01,2026-12-01,77.11,925.32,0.25,19.28,active,24
POL0002394,MEM002395,AGT0029,Zurich,Dental Basic,2024-09-01,2025-09-01,28.64,343.68,0.18,5.16,active,12
POL0002395,MEM002396,AGT0013,Zurich,Dental Premium,2023-06-01,2024-06-01,56.35,676.2,0.22,12.4,expired,12
POL0002396,MEM002397,AGT0029,VSP,Dental Basic,2024-10-01,2026-10-01,29.74,356.88,0.18,5.35,active,24
POL0002397,MEM002398,AGT0060,Zurich,Vision Basic,2024-12-01,2025-12-01,19.23,230.76,0.16,3.08,active,12
POL0002398,MEM002399,AGT0017,VSP,Dental Premium,2024-07-01,2025-07-01,56.24,674.88,0.22,12.37,active,12
POL0002399,MEM002400,AGT0005,Zurich,Dental+Vision Bundle,2024-12-01,2025-12-01,78.59,943.08,0.25,19.65,active,12
POL0002400,MEM002401,AGT0024,MetLife,Dental Basic,2024-02-01,2025-02-01,29.61,355.32,0.18,5.33,pending,12
POL0002401,MEM002402,AGT0051,VSP,Dental Basic,2023-03-01,2026-03-01,30.49,365.88,0.18,5.49,expired,36
POL0002402,MEM002403,AGT0025,Zurich,Dental+Vision Bundle,2024-06-01,2026-06-01,73.54,882.48,0.25,18.39,active,24
POL0002403,MEM002404,AGT0028,VSP,Vision Basic,2024-09-01,2025-09-01,20.2,242.4,0.16,3.23,active,12
POL0002404,MEM002405,AGT0036,Zurich,Vision Premium,2024-08-01,2026-08-01,33.86,406.32,0.2,6.77,active,24
POL0002405,MEM002406,AGT0033,VSP,Dental+Vision Bundle,2024-01-01,2024-07-01,71.84,862.08,0.25,17.96,active,6
POL0002406,MEM002407,AGT0013,Zurich,Dental+Vision Bundle,2024-06-01,2026-06-01,77.93,935.16,0.25,19.48,active,24
POL0002407,MEM002408,AGT0047,VSP,Vision Basic,2024-07-01,2025-07-01,19.29,231.48,0.16,3.09,cancelled,12
POL0002408,MEM002409,AGT0030,VSP,Dental+Vision Bundle,2024-08-01,2025-08-01,71.91,862.92,0.25,17.98,active,12
POL0002409,MEM002410,AGT0017,VSP,Dental Premium,2023-06-01,2024-06-01,53.28,639.36,0.22,11.72,active,12
POL0002410,MEM002411,AGT0065,MetLife,Dental Premium,2024-04-01,2026-04-01,53.41,640.92,0.22,11.75,active,24
POL0002411,MEM002412,AGT0029,MetLife,Dental Basic,2024-07-01,2026-07-01,29.93,359.16,0.18,5.39,active,24
POL0002412,MEM002413,AGT0020,Zurich,Dental+Vision Bundle,2024-01-01,2025-01-01,74.19,890.28,0.25,18.55,active,12
POL0002413,MEM002414,AGT0047,Zurich,Dental Basic,2024-07-01,2026-07-01,30.66,367.92,0.18,5.52,active,24
POL0002414,MEM002415,AGT0021,MetLife,Vision Premium,2024-07-01,2025-07-01,34.39,412.68,0.2,6.88,active,12
POL0002415,MEM002416,AGT0070,Zurich,Dental Premium,2024-11-01,2025-11-01,53.18,638.16,0.22,11.7,active,12
POL0002416,MEM002417,AGT0052,VSP,Dental Premium,2023-08-01,2025-08-01,56.51,678.12,0.22,12.43,expired,24
POL0002417,MEM002418,AGT0060,VSP,Dental Basic,2024-07-01,2025-07-01,30.0,360.0,0.18,5.4,active,12
POL0002418,MEM002419,AGT0033,Zurich,Vision Basic,2023-12-01,2024-12-01,19.8,237.6,0.16,3.17,expired,12
POL0002419,MEM002420,AGT0077,MetLife,Dental Basic,2023-12-01,2024-12-01,29.36,352.32,0.18,5.28,active,12
POL0002420,MEM002421,AGT0062,MetLife,Vision Premium,2024-03-01,2025-03-01,35.24,422.88,0.2,7.05,active,12
POL0002421,MEM002422,AGT0054,VSP,Vision Basic,2023-10-01,2024-10-01,20.15,241.8,0.16,3.22,active,12
POL0002422,MEM002423,AGT0029,VSP,Dental Basic,2023-10-01,2024-10-01,30.02,360.24,0.18,5.4,active,12
POL0002423,MEM002424,AGT0020,MetLife,Dental Premium,2024-03-01,2027-03-01,56.6,679.2,0.22,12.45,active,36
POL0002424,MEM002425,AGT0002,Zurich,Dental Basic,2024-12-01,2025-12-01,30.65,367.8,0.18,5.52,expired,12
POL0002425,MEM002426,AGT0077,VSP,Dental Basic,2023-12-01,2024-12-01,30.76,369.12,0.18,5.54,cancelled,12
POL0002426,MEM002427,AGT0070,Zurich,Vision Basic,2024-04-01,2025-04-01,20.92,251.04,0.16,3.35,cancelled,12
POL0002427,MEM002428,AGT0035,MetLife,Dental Premium,2023-07-01,2024-07-01,54.89,658.68,0.22,12.08,expired,12
POL0002428,MEM002429,AGT0055,Zurich,Dental Basic,2023-10-01,2024-04-01,29.39,352.68,0.18,5.29,active,6
POL0002429,MEM002430,AGT0067,MetLife,Dental Basic,2024-06-01,2025-06-01,29.39,352.68,0.18,5.29,active,12
POL0002430,MEM002431,AGT0031,Zurich,Vision Basic,2024-10-01,2025-10-01,19.69,236.28,0.16,3.15,active,12
POL0002431,MEM002432,AGT0014,VSP,Dental+Vision Bundle,2024-04-01,2026-04-01,71.76,861.12,0.25,17.94,active,24
POL0002432,MEM002433,AGT0043,VSP,Vision Premium,2023-11-01,2024-11-01,36.24,434.88,0.2,7.25,active,12
POL0002433,MEM002434,AGT0002,MetLife,Vision Premium,2023-10-01,2026-10-01,33.79,405.48,0.2,6.76,active,36
POL0002434,MEM002435,AGT0064,MetLife,Vision Basic,2024-06-01,2025-06-01,20.46,245.52,0.16,3.27,active,12
POL0002435,MEM002436,AGT0063,Zurich,Vision Basic,2024-12-01,2025-12-01,20.7,248.4,0.16,3.31,active,12
POL0002436,MEM002437,AGT0067,Zurich,Dental Premium,2024-09-01,2025-09-01,54.54,654.48,0.22,12.0,expired,12
POL0002437,MEM002438,AGT0013,Zurich,Dental Basic,2024-10-01,2025-10-01,29.09,349.08,0.18,5.24,active,12
POL0002438,MEM002439,AGT0078,VSP,Dental+Vision Bundle,2023-10-01,2024-10-01,77.91,934.92,0.25,19.48,cancelled,12
POL0002439,MEM002440,AGT0059,Zurich,Dental+Vision Bundle,2023-03-01,2026-03-01,77.29,927.48,0.25,19.32,active,36
POL0002440,MEM002441,AGT0004,MetLife,Vision Basic,2023-03-01,2024-03-01,19.79,237.48,0.16,3.17,cancelled,12
POL0002441,MEM002442,AGT0038,VSP,Dental+Vision Bundle,2023-02-01,2024-02-01,78.16,937.92,0.25,19.54,cancelled,12
POL0002442,MEM002443,AGT0045,VSP,Dental+Vision Bundle,2024-05-01,2025-05-01,77.25,927.0,0.25,19.31,active,12
POL0002443,MEM002444,AGT0007,VSP,Vision Basic,2023-10-01,2025-10-01,19.02,228.24,0.16,3.04,active,24
POL0002444,MEM002445,AGT0027,Zurich,Vision Premium,2024-11-01,2025-11-01,35.86,430.32,0.2,7.17,active,12
POL0002445,MEM002446,AGT0045,MetLife,Dental+Vision Bundle,2024-08-01,2025-08-01,73.86,886.32,0.25,18.46,expired,12
POL0002446,MEM002447,AGT0079,Zurich,Vision Premium,2023-05-01,2024-05-01,36.46,437.52,0.2,7.29,active,12
POL0002447,MEM002448,AGT0013,Zurich,Dental Basic,2023-09-01,2025-09-01,30.89,370.68,0.18,5.56,active,24
POL0002448,MEM002449,AGT0064,Zurich,Dental Basic,2024-03-01,2026-03-01,30.33,363.96,0.18,5.46,active,24
POL0002449,MEM002450,AGT0063,VSP,Dental Premium,2024-02-01,2027-02-01,55.77,669.24,0.22,12.27,active,36
POL0002450,MEM002451,AGT0022,VSP,Dental Basic,2024-04-01,2025-04-01,31.03,372.36,0.18,5.59,cancelled,12
POL0002451,MEM002452,AGT0065,Zurich,Vision Basic,2023-08-01,2024-08-01,19.89,238.68,0.16,3.18,expired,12
POL0002452,MEM002453,AGT0023,VSP,Vision Basic,2023-11-01,2024-11-01,19.6,235.2,0.16,3.14,active,12
POL0002453,MEM002454,AGT0012,Zurich,Vision Basic,2023-04-01,2024-04-01,19.19,230.28,0.16,3.07,active,12
POL0002454,MEM002455,AGT0019,Zurich,Dental Premium,2024-12-01,2025-12-01,56.94,683.28,0.22,12.53,active,12
POL0002455,MEM002456,AGT0050,MetLife,Dental+Vision Bundle,2024-01-01,2025-01-01,71.64,859.68,0.25,17.91,active,12
POL0002456,MEM002457,AGT0042,MetLife,Dental Premium,2023-11-01,2026-11-01,54.51,654.12,0.22,11.99,expired,36
POL0002457,MEM002458,AGT0020,Zurich,Dental+Vision Bundle,2023-03-01,2025-03-01,72.45,869.4,0.25,18.11,active,24
POL0002458,MEM002459,AGT0029,MetLife,Dental+Vision Bundle,2023-02-01,2025-02-01,73.75,885.0,0.25,18.44,active,24
POL0002459,MEM002460,AGT0002,VSP,Dental Basic,2024-04-01,2025-04-01,28.98,347.76,0.18,5.22,expired,12
POL0002460,MEM002461,AGT0054,Zurich,Vision Basic,2023-02-01,2026-02-01,20.65,247.8,0.16,3.3,active,36
POL0002461,MEM002462,AGT0024,Zurich,Vision Basic,2024-09-01,2025-09-01,19.77,237.24,0.16,3.16,cancelled,12
POL0002462,MEM002463,AGT0034,Zurich,Vision Premium,2024-11-01,2025-11-01,35.56,426.72,0.2,7.11,active,12
POL0002463,MEM002464,AGT0048,VSP,Dental+Vision Bundle,2024-02-01,2024-08-01,77.51,930.12,0.25,19.38,active,6
POL0002464,MEM002465,AGT0046,MetLife,Dental+Vision Bundle,2023-09-01,2024-09-01,76.24,914.88,0.25,19.06,active,12
POL0002465,MEM002466,AGT0069,Zurich,Dental Basic,2023-06-01,2024-06-01,31.23,374.76,0.18,5.62,expired,12
POL0002466,MEM002467,AGT0041,MetLife,Dental+Vision Bundle,2024-07-01,2026-07-01,78.18,938.16,0.25,19.55,expired,24
POL0002467,MEM002468,AGT0071,MetLife,Vision Basic,2024-10-01,2025-10-01,20.36,244.32,0.16,3.26,cancelled,12
POL0002468,MEM002469,AGT0080,VSP,Vision Basic,2024-09-01,2025-03-01,19.09,229.08,0.16,3.05,cancelled,6
POL0002469,MEM002470,AGT0003,Zurich,Dental Premium,2024-04-01,2027-04-01,55.13,661.56,0.22,12.13,pending,36
POL0002470,MEM002471,AGT0062,Zurich,Dental Basic,2024-11-01,2025-05-01,30.22,362.64,0.18,5.44,cancelled,6
POL0002471,MEM002472,AGT0036,Zurich,Dental Premium,2024-12-01,2025-12-01,53.28,639.36,0.22,11.72,active,12
POL0002472,MEM002473,AGT0056,Zurich,Vision Premium,2023-02-01,2024-02-01,35.91,430.92,0.2,7.18,active,12
POL0002473,MEM002474,AGT0058,VSP,Vision Basic,2023-06-01,2024-06-01,20.81,249.72,0.16,3.33,active,12
POL0002474,MEM002475,AGT0030,Zurich,Vision Premium,2024-12-01,2025-12-01,34.95,419.4,0.2,6.99,active,12
POL0002475,MEM002476,AGT0070,Zurich,Vision Basic,2024-07-01,2025-07-01,19.07,228.84,0.16,3.05,active,12
POL0002476,MEM002477,AGT0076,MetLife,Vision Premium,2023-02-01,2024-02-01,35.57,426.84,0.2,7.11,active,12
POL0002477,MEM002478,AGT0053,Zurich,Dental Basic,2023-04-01,2025-04-01,31.21,374.52,0.18,5.62,active,24
POL0002478,MEM002479,AGT0023,MetLife,Dental Basic,2023-08-01,2024-08-01,30.51,366.12,0.18,5.49,active,12
POL0002479,MEM002480,AGT0012,MetLife,Dental+Vision Bundle,2024-06-01,2025-06-01,77.27,927.24,0.25,19.32,active,12
POL0002480,MEM002481,AGT0049,Zurich,Vision Basic,2024-09-01,2025-09-01,20.87,250.44,0.16,3.34,cancelled,12
POL0002481,MEM002482,AGT0040,VSP,Dental Basic,2024-01-01,2024-07-01,31.2,374.4,0.18,5.62,cancelled,6
POL0002482,MEM002483,AGT0012,MetLife,Dental Premium,2024-04-01,2026-04-01,55.28,663.36,0.22,12.16,active,24
POL0002483,MEM002484,AGT0011,VSP,Vision Basic,2023-08-01,2024-08-01,20.32,243.84,0.16,3.25,cancelled,12
POL0002484,MEM002485,AGT0003,Zurich,Dental Basic,2023-05-01,2024-05-01,30.19,362.28,0.18,5.43,cancelled,12
POL0002485,MEM002486,AGT0013,MetLife,Dental Basic,2024-08-01,2025-08-01,30.9,370.8,0.18,5.56,active,12
POL0002486,MEM002487,AGT0042,VSP,Dental Premium,2024-07-01,2025-07-01,56.72,680.64,0.22,12.48,expired,12
